/*********************************************
 * OPL  Data
[9.738354768492 6.74144756070701 7.74623783592962 6.28079037940749]
[10.9716889985073 6.96661824204794 8.24386029126702 6.13796250804428]
[9.29434140749862 6.68034214971679 5.60993157158558 6.29965704662198]
[6.06443842630719 7.88488327114058 6.97193238015333 7.53458690621639]
[6.45796216801705 6.7259531717276 8.53512770872457 6.93853828163636]
[9.11516611047159 8.54951019867394 7.35806533366023 5.4865387001822]
[5.16149254374324 10.8316844996633 6.66266034399131 7.16015284356566]
[8.73954330035289 9.33586030767214 6.83380840288837 5.88037537070764]
[9.39843231312837 7.89788786483463 7.49081443122473 6.20063883933364]
[10.7953340709092 5.76936147059682 9.61036901166598 6.2443138878609]
[10.6337101377785 5.10592735107498 7.53453311394918 5.9138311135998]
[8.97793078104072 6.48304915976908 8.99588704156391 6.46635439072615]
[11.2208445201437 5.38360151351633 9.26517531200512 5.99272451596641]
[5.67090864502947 6.54534632586884 9.91237644232052 7.45257067925131]
[5.68484828675011 7.29451867288073 7.54118186866804 6.02798315122212]
[10.1477579735427 7.07169583484718 8.6053618318418 5.85026839622675]
[8.73660337935585 7.45174826727842 9.4404811313633 6.36107312529707]
[6.10276034352004 7.24952631386943 8.48389437123599 6.26350639690558]
[7.33681744798755 8.49791428723767 6.62729900604371 7.366777136926]
[11.9993801649107 5.45819293490268 7.52777659619063 5.25706636197256]
[9.98667319549132 5.60795433102233 6.80123117761623 6.20435368417834]
[10.7462700296421 6.19819844239115 6.67760433748064 5.76734194197502]
[8.62859834202344 6.03997172181948 6.68927973465449 5.59343006767568]
[5.79834857142738 11.6490444654005 5.63477029546444 5.90293120549631]
[10.1000924994309 7.70643945654576 7.39621121659582 5.91323263552705]
[7.38258256848876 8.19315100917325 6.81594871049578 5.53447442846617]
[6.98807874608503 7.27060810856675 8.04702560619744 6.31168134611748]
[5.98692552694778 7.48585919800713 9.51835209255819 6.78630090178498]
[5.77329226010119 9.5225271060031 5.9171610364049 5.47568057691785]
[9.50825589138139 5.01599280501139 9.47142824709305 6.26973398239957]
[5.40229267075299 8.85539799240861 5.24012039674704 6.94212651002185]
[9.99283061778837 8.29734684693685 10.5088873915033 5.74310352876251]
[6.38461621727568 10.7800873308503 8.34616325575697 6.04167302961615]
[8.56442431089435 8.07747487813796 8.54489333476162 6.54833657668558]
[5.20527132970467 7.77981747274399 7.93353402591183 6.37056582902656]
[5.73803387889289 7.79745461289931 6.21788012520562 7.26429299487484]
[11.4083843152266 8.12811708719126 5.17579509339691 5.99768173099221]
[8.41761325284809 6.28064200769061 7.42749873922867 6.10256235530122]
[6.73440842285332 9.46485215480053 5.89065871204779 6.04841851164129]
[7.47322626219803 8.61869294167796 8.04184228695417 6.01520641785594]
[11.6504238276034 5.2577033884988 9.35213430766413 6.07227858509746]
[9.46551142651673 8.50441383320077 8.4350076544517 5.56125549456766]
[9.99447042925525 5.73875815822047 7.86245666918795 6.55025530076353]
[6.93397845921793 5.94109714672408 10.4986988357442 6.95927537111766]
[7.78497292394521 5.5592082148142 7.96136617441742 6.49675974248568]
[9.63790242715507 7.01531315484687 6.96245724778094 5.32850697948165]
[10.1795727987217 7.55461930779166 6.42793331990724 5.8071522529435]
[8.47959308845459 9.92559412969562 7.40556263662843 5.65670273110993]
[10.5730504323275 5.26511772289395 6.8832748517525 5.95515812045279]
[10.9196812597626 7.0394330028698 7.89044869014955 5.78706231807376]
[8.61438174178761 10.1266748689296 9.56837263406917 5.59912264085037]
[9.3471437487411 6.06231844467747 7.90029111109954 6.99604442349524]
[10.778255615516 9.78749800247918 5.94198731093034 5.54062555756608]
[5.0868280080939 11.5489544183073 5.76401225541497 6.29279420315275]
[7.58080486689222 11.2819764167557 5.5739157288357 5.52370336544894]
[8.26332878772215 8.43150874931271 7.79627007142727 6.54527563873502]
[9.31053456086101 8.86832399060927 6.66097760603218 6.21289311313014]
[7.47983213179093 7.41436871209483 7.95200266633334 5.90187210718521]
[6.97925769667812 7.54979758730195 7.99014158971888 5.71641801561721]
[10.6022217863582 5.88420410341118 7.06782171605023 5.81072746462781]
[7.95865624589415 10.9698081506188 7.80130870721111 5.11157330271282]
[5.39824706403681 8.65360861542045 7.34115298545936 6.97509317157659]
[6.95848403341651 10.1473516821968 5.65750459634336 6.05508858646936]
[7.88082070759846 6.45295976093312 7.78188855002904 6.71634287991836]
[10.6649622641558 11.2356828830362 5.52486814513815 5.00624219852636]
[6.73079517655694 6.35921158198938 7.32154596708819 7.21025262212186]
[10.52371006305 5.58514530360956 10.7681747253583 6.41982287055342]
[7.4316488422885 6.65500793182368 6.80651797275867 5.75793293204702]
[10.0379043163169 10.9898911404697 5.66602686923464 5.61080662619268]
[7.1551428438351 9.15834138298001 8.18805793275193 6.89372908564296]
[5.12403368933509 7.98337068743666 8.67702695038053 5.98411365334343]
[10.075630276451 10.059822085056 7.5192960815212 5.80553344206304]
[10.3941337102082 10.3979066268261 6.07618330035831 5.26323541576407]
[7.58307598673762 9.54896502493812 6.97059269252583 6.55445069657077]
[7.06568716069236 11.3283469001451 6.85386432305552 6.45966261958388]
[5.68453632194484 9.55198358271689 8.66487127648555 6.52142019091255]
[8.2808692761593 10.7153086942025 5.37554894815137 5.45368196411205]
[7.90486151301093 9.05757149791675 6.95217615006716 5.98500167350142]
[10.3116360203947 7.69994836775245 6.0989658625349 5.72392082184471]
[8.96929266210087 7.66941283259287 6.85313515271 5.89533301841169]
[10.2737227945591 8.0988608485424 8.95302029034675 5.76215922571146]
[10.6605215423889 7.11133228153796 6.33001072060957 5.42688458111449]
[11.0735162140016 5.72706064479117 6.6582773605589 5.89781920904703]
[7.30295204180836 5.98880381036154 8.48292943371156 6.84180572143118]
[10.7384178316362 7.78186167717799 6.42536542659297 5.63853414800664]
[9.59312692736052 8.72932919946771 7.7055690922822 5.07647206036755]
[6.60525866525717 5.95857948559218 7.24836216807805 6.62298228548705]
[6.3212888817765 8.72013450962237 6.51670985939062 5.49086236313615]
[7.30969777779664 9.49877341204172 6.15781560555325 5.95868671754492]
[9.66976754703377 11.9674295322565 5.63176839023662 5.08777750407212]
[11.2222430696067 7.19638974506707 7.90745944003537 6.29525163865483]
[8.06718468792693 7.3454718614443 8.44222810605738 6.80524938243035]
[10.7503875864154 6.70010523410196 10.9678709166941 6.91728252262054]
[8.35532004863705 7.61126083073436 7.69384322087263 6.13210984290474]
[7.60713321473495 6.92463667668859 7.06845055315166 6.1183113831502]
[9.25555286674338 9.05354242520575 7.87746618784733 5.04460173496364]
[7.11788290566763 5.53753581756628 10.3294268675288 7.63525225886706]
[7.67961700084664 6.41154832192005 8.77582805467249 6.3030393691313]
[9.27731361374978 6.11651872691018 8.93698937646972 6.30996921578274]
[6.17684603177243 6.49806148522616 8.30333263130469 7.05143083630729]
[8.69684019681051 8.21743756335364 7.7362739626979 6.82356274956493]
[7.55609509974602 9.55520361925869 6.35908023881118 5.09882777065575]
[8.51696545273746 7.49537555723527 8.64702358391556 6.38864738218527]
[6.61629396462741 6.92649094252987 9.04396884485179 6.75916367826883]
[9.32913038810758 8.12680068010009 8.16703873922103 6.0466007409453]
[8.39477398695374 7.30010655896409 8.23716789962038 6.23250122704916]
[11.9989338933563 5.18514417380651 8.82231192185296 6.01993054829895]
[7.29555324100548 8.28809393023878 7.57631834682487 5.97588942834227]
[5.65800640321419 6.52375713204587 7.70542226864771 6.78246224067139]
[10.7451837636778 9.68544108428018 6.68990078070235 5.77604697049679]
[9.24644862356677 9.4576117807768 8.11188206453547 5.76051564090971]
[5.7944948191302 9.83822039935413 7.25455248593656 5.50235955255612]
[9.2791282469402 6.80743321320242 7.57984411335754 6.24530378111847]
[7.24673138332644 8.14571104767048 7.75617529141784 6.09290608565155]
[5.25424589777234 9.56212551784606 7.60882544256512 6.44499901054264]
[7.61037441659377 8.08217720266056 7.70093047322464 6.54338937104818]
[10.0606301858132 5.71149093124904 7.57330653959938 6.85151334373991]
[6.18705359770478 11.8191945247982 6.08124094626375 5.99701237050903]
[5.93103381886579 5.36451404721892 8.93558376090004 7.31425602150482]
[10.8630425329489 6.80311363297666 7.64230873106921 5.1479047934197]
[10.9935423196984 6.19393231102346 5.2437990185352 5.62593453759984]
[7.9287481977979 8.15019186683645 8.57401119936411 6.9802902479629]
[11.3156097355026 5.78760443875237 9.82176025381121 6.68806894250165]
[9.6658535981326 7.91404252415802 8.11661013139221 6.4664174486383]
[11.0166423577965 6.11651092342086 10.2097939759032 5.67623620550688]
[10.7736791785532 9.28818888877313 7.53562430908403 5.73364863759721]
[7.42581484560617 7.31085824025906 7.53130850135519 6.28606983652973]
[5.76751225594831 7.22850481893029 6.81807092745311 7.07989014444556]
[7.36294757350716 8.2440402483509 7.68020566478323 6.21228902788171]
[11.3355557254203 9.07505953774522 7.78068795214826 5.28443314809341]
[8.43935813349166 7.75192881790447 8.66552223273793 6.65342956040649]
[9.16458648216398 8.06205865896175 7.00254659764659 6.07415686634561]
[5.22740606125473 7.68286724678118 9.44699599222921 6.79868019564296]
[10.9641697870816 7.46270912436869 8.93899790972943 5.30705611208512]
[9.84560434709167 9.11422976957901 5.90807575547199 5.96852518297753]
[9.45445361881637 6.87773623989341 6.98969308749414 6.40910186203746]
[8.22145197427308 6.24744998929972 7.53274417947499 5.97436384195697]
[10.2879152909308 7.4378741127194 9.56609444544985 5.83865936223312]
[7.08799343380064 10.3157273664395 7.16756422400325 5.96752738731931]
[11.0883273327397 7.32733506829579 9.27486383290946 5.53621642007551]
[5.91587883887338 8.79430491633911 5.72671212471002 5.66686741188616]
[9.28951668569 6.63836049422629 7.48808333753505 6.25416251755123]
[11.1045553576653 5.96935673003976 5.66282264191676 6.54335197437443]
[9.30581718819286 5.59432626411309 9.22669870095614 6.65980659437774]
[7.721942410614 8.62602980574087 6.84414833768367 6.34872584780864]
[8.85432714284424 8.21259679044647 6.76511668250921 5.95678747874021]
[9.28274263003983 6.02545569696185 8.20352989178041 5.3553812492452]
[11.5071271819118 7.39973002015392 6.17132092609478 5.47596517418508]
[7.61571410079454 10.761151544989 6.12158595205389 5.28158071955582]
[8.96083040413274 6.68001981373141 6.59272903210657 6.62873744944391]
[7.96201084233424 7.37001169465404 10.800500925196 5.96567936690747]
[9.25587370439431 10.0639437147429 7.09304272143167 6.07245247953719]
[9.78029032326378 11.138011152825 5.61573611531122 5.55589068677647]
[11.0601389480713 8.86335763929462 7.11158187396311 5.30537567740506]
[5.77874318163017 5.50737798120055 7.29333275181588 6.77625917512473]
[6.53580215845066 10.7070082777746 5.86231938344783 5.54171589193092]
[5.05474370131217 7.29960009254392 8.20089541243814 6.92072052150614]
[7.65748327322061 7.24603758683946 6.79298214154861 6.15393108964839]
[9.06067585549293 9.37612598487399 6.64785943781757 5.79464247790347]
[5.6013055440558 10.1143736373867 5.25906323947032 6.9637952321017]
[5.20155438394245 5.79403262553322 7.40228359971732 7.58144165404522]
[9.01368092158383 10.6811765264393 6.43819783213951 6.15556573287175]
[7.4084238381934 7.96901906227668 7.24602083530292 6.32135639554587]
[9.47379151287227 6.20227259789792 6.37823483116662 6.33166041984125]
[9.03965933231778 6.22272874747569 10.544356333135 6.15042332939932]
[9.96781178127384 6.55719224693944 5.57839533317627 5.41545663327598]
[10.9374690168753 9.98998490361739 6.13215328497959 5.22579696875376]
[10.6589252450487 11.7547931513042 7.04948095808254 5.52824945516654]
[9.70388338075682 7.77764785817473 6.24181504461943 5.47683581382842]
[6.7698244748944 7.7951449331694 6.7496678921148 6.51735175647347]
[11.7303359343764 9.41381118899037 5.26830849984121 5.12284506865711]
[10.4242049731739 5.87805799928817 6.6237606903352 5.582214640281]
[9.57363657380037 5.3587836246777 8.25409509556372 6.13044488505895]
[9.99549128702088 7.1855507761821 7.33397757563293 5.40239807326649]
[8.89388598264106 8.50318227121212 5.5078708094315 6.11512392215959]
[9.96243567862814 7.45289528167868 7.78256005343317 6.19141808146118]
[5.75207322979226 7.86183633530142 7.63940975648913 6.91896607076487]
[7.40152545498108 7.88643615670801 7.9163283131298 6.3078166740791]
[10.4860878877554 11.4191401922883 5.35286681188826 5.30448352061909]
[8.3069056256643 7.06168894366317 5.20577146864735 5.68265836391312]
[8.50702792309716 8.70577606667167 5.76014014510923 5.97901236441526]
[9.00340261374971 11.696591701681 6.79258678412917 5.39130167158239]
[8.11042388770156 5.20915295833842 9.89380938530696 6.54159554621919]
[8.83660585888742 7.82007884305133 8.21158424635685 5.47056370256543]
[10.8908965728126 8.18008772271625 6.74225574376257 5.8063321689979]
[11.9749414232225 8.37372108855914 5.41987953107254 5.01434148831644]
[7.86989007064344 10.1288748483218 5.28589656545744 5.79672420363891]
[5.23166396375672 5.52166792948075 8.12043540403109 6.71600274856028]
[11.443181772829 8.78811593628066 6.91962080358185 5.31857939890808]
[5.4327213321469 7.30625101251836 6.2412917963626 6.02334216179732]
[8.13597594943979 8.37455869067022 7.00602524079988 6.7075044479148]
[6.59068764526687 9.68419068288813 6.78948410253532 5.76885282818399]
[6.34896549443118 9.69788425518455 6.70619454496713 5.68138466677371]
[11.2785526500657 5.99953498541204 7.30478629049974 6.1641455980143]
[6.07053633463256 6.88926307817067 9.83575903798927 7.23467539690894]
[5.33805742941444 8.59997032181459 7.62077856550783 6.71126859581526]
[11.3561370914466 5.22543621411812 8.42904558852809 5.2356973496137]
[5.09236649126551 6.08095200618206 6.53227770181919 7.7236095850267]
[9.98149201987783 6.68654349191683 5.42607604669588 6.26766429099898]
[5.97114093512686 7.91670106962201 10.2990039484837 6.73346695339079]
[10.3877449190442 6.66311483506021 5.89444594131927 5.32598954471975]
[10.3629780901195 8.83564274883935 6.95720620208445 6.14031669836407]
[5.62060271129422 6.85478444152405 8.66629901884789 6.26934100841142]
[9.81462147709565 11.4156780506583 5.80217390536468 5.08996032840372]
[10.8397542954127 7.20051087642203 6.80740693789494 5.72559623251715]
[8.26338500465238 6.47401021885686 9.394404363869 6.3378283087935]
[10.9164315352388 8.73159459998649 7.56124516998394 6.08749926020189]
[8.41976237664624 6.11333585494581 6.85956033038511 6.05143011835755]
[6.00069546506705 11.5871812163521 6.16628591355537 5.79879272601454]
[11.7203052917677 7.97986701349576 8.57363043549627 6.05912547367106]
[7.94522638847497 6.05879765472892 7.68131010829314 6.06836658729795]
[9.38337187474629 7.03234491351634 9.5779617503607 6.46738199836978]
[9.45390728094543 7.12711770795586 7.27592994894679 5.77392823491113]
[11.219721828732 8.27796420831845 5.7189798194594 5.43021337260029]
[11.952462209249 5.31047039783121 8.58741655094541 5.38190636826764]
[7.52882840868936 11.1428382691326 6.76652011748227 6.64302277843047]
[6.50719848317163 6.42748491106879 6.30432861949385 6.28378371554295]
[10.0335509697932 10.566045441042 5.98758828946017 5.25705253179209]
[10.0916141659017 6.33008395404252 7.32956625566103 5.94237307672865]
[6.67732328352195 10.4959460590456 5.28697151417236 5.84292441376348]
[6.84819247952817 6.90401742756173 7.91779334254012 6.94275713057729]
[9.90614125109272 8.48115187905736 6.05949616293774 5.97580451656061]
[6.62726385252787 10.6088937818422 6.29159472642598 6.22320683790536]
[5.09613029523612 11.0159193139379 5.79685299762305 6.1563088123928]
[6.18470839877099 8.43428379952207 7.75305875495171 7.00256927131321]
[9.54574317066535 10.6866463062331 7.86247876129927 5.78372176848176]
[6.71020499514382 6.16882310957351 8.85777133963794 6.2586709030035]
[8.67816550958613 7.09653329011823 8.00326909586576 6.42752841561845]
[10.7697694674446 7.91260363952384 6.06760672037696 5.52704742484175]
[8.24974830888599 5.01623467737104 9.00237159261211 6.53933425046445]
[8.91137991931882 7.46478202753779 8.23704560646281 6.82913417800325]
[7.63368039437228 8.91694151347179 5.66621427509719 6.41516946067147]
[10.0925877983326 7.14841933314715 6.34404650549773 5.65729076953157]
[8.13800554079793 7.23069961728448 6.66441451237985 6.16510634008773]
[5.51256969823775 5.11575282812453 8.87612311971567 7.43789410062086]
[9.26834535048428 6.22466268786643 6.4926340376466 6.63153082903123]
[6.39544668650754 11.0349043069961 7.1250854611732 6.32635599563832]
[6.8361909756781 10.6304179602798 7.0747282809108 5.79342807865214]
[11.4129544952299 8.66287142883083 8.02807418295286 5.30924534095999]
[8.16047370633776 7.97578189678008 6.36055861604664 5.74263253810444]
[6.36685859141702 11.5192508704606 5.52223881432965 6.80261854833221]
[8.67384665627841 9.92008235598676 6.89526075554267 5.91109648873083]
[6.88052106640981 8.20967081138776 5.0519233282728 6.97044541382625]
[9.651039679074 9.2978300150565 5.83443765569554 6.99824033942715]
[11.1985479542506 9.45516054805208 5.9643311303243 5.18406337359334]
[9.13632814739996 6.66796176535378 7.06493792446333 5.4291869853819]
[9.17335538662467 5.11366872118577 8.93347671073846 7.14413215320586]
[5.41227847835597 7.0572150649711 5.14236819117533 6.51899646963017]
[10.8631584655463 5.34019220732235 9.44390282796464 6.28415370956629]
[6.05688475821771 7.50618124750957 6.39344178682348 6.03758394292382]
[9.70290537693421 8.70257795969335 7.65224903907592 5.60308715488768]
[9.07709332931692 8.33764145559396 7.25255158345492 6.17059774892853]
[11.4583079670239 10.2562265094697 5.08943865960803 5.30558557199572]
[6.07437133337604 6.73878645110708 8.43914710969064 7.2220489945259]
[7.54356307057607 5.54694904658034 8.83793877738658 7.33551302933394]
[6.44698805860674 7.183327809639 7.1189242726863 7.05187639626059]
[10.6053092308721 5.46897477770391 9.60359662243325 5.89884053646595]
[9.41602307490772 6.67521731592514 5.22865783862865 5.32340063320637]
[10.165032436935 8.17252023938821 6.75985117278754 5.50165848530975]
[6.96707445448065 8.82342044152448 6.2064066742241 6.34583373961082]
[6.17431219433968 6.82570545500966 9.99518663338678 7.30016115900144]
[9.79008353539987 6.8698335068037 5.92903300593561 5.92912631240201]
[7.89503395284263 9.19870211821185 7.06348688363729 6.39089901446923]
[9.32667920038353 7.32450630342203 7.87331362130791 5.28528150289074]
[10.4694274394226 6.25975323918885 8.07311580855247 6.43451050821248]
[11.036518344282 8.73856479055474 8.46735423952408 5.21889025794176]
[6.31380926063462 7.00276313406174 6.10898156173656 6.55898777676091]
[9.86671399320388 8.6383446124627 7.73701818029441 5.49044311302155]
[6.78208683887756 11.5601573085499 5.39091025798895 5.79245827371317]
[5.52037520483772 10.538854662086 5.64534599902688 6.59910285416895]
[6.59693897098752 10.1277011388949 5.92520828494976 5.68190580052695]
[8.74243475414275 10.9102807777395 6.65775089680395 5.43296161521667]
[7.72688674438204 8.92311163605167 5.01218335331876 5.83526419608362]
[5.26162297562133 8.23420599444065 8.63465491576334 6.41388741173296]
[5.91102709447206 6.90643665586958 7.95180440883491 7.11571555503148]
[8.73616941920353 11.1621234025954 5.26023037391715 5.07882117007521]
[11.6308617319838 7.21901278178531 5.99059359590239 5.14160660002376]
[8.6512519055592 7.72702929041022 7.64405314621228 5.92157489656983]
[5.31862877846152 7.96787503777243 5.84201369051193 6.36734652130158]
[9.06417311238516 6.19762559104712 8.70318477713245 5.92557979928537]
[8.27300662596082 8.92608626151757 6.96995327613177 6.23509274058708]
[7.75654883552559 10.7113448220647 7.01116650227621 5.73205889293223]
[6.70209259359933 7.52520254045997 8.58934273911813 6.37680308009888]
[9.01209926160151 6.97506272156145 8.47576342484635 6.04339467301129]
[9.59927441240971 7.91392228799057 7.9040422153915 5.75601001603234]
[9.58065857112579 7.62858164421158 5.62493640620333 6.20686707281467]
[9.13313158578937 7.23340352666538 7.7107767634832 6.42398407420489]
[5.56669005249744 8.91300238993183 5.5549550270105 6.68815444934583]
[9.16615605350112 11.9505778826612 7.06006241846267 5.26612740137506]
[7.70166575549367 11.9107035837085 6.33196659081145 6.07355824969755]
[7.27933196551964 9.88745630427995 8.39817797778047 6.49199086632111]
[8.01518448430233 9.91110944351366 7.04185647202765 6.25235268575067]
[9.53719873330739 8.39419096934776 6.06123736526552 6.11333637511765]
[5.25859674533426 7.31230346551135 5.25234645865663 6.73441953135602]
[5.32524418240039 9.0266111524559 9.76163070585375 7.11121425393321]
[8.3832044675473 5.76707366161015 9.44671136052273 6.74384018883586]
[5.82977853568351 7.26131198536342 10.9515841077306 6.76980881336944]
[5.89948671071051 6.23621682494483 9.35504486198831 7.1500778501933]
[9.87682967429167 6.33236964491772 7.88287592582242 5.84320797675297]
[11.162752611671 7.16494467109637 8.62492727337509 5.63942570860226]
[8.87175223850896 8.89812008975539 7.17694678264102 6.08117266181037]
[10.1525958889247 7.56478159556466 7.32671610807226 5.86356692099632]
[6.16996929537979 9.08950174655 7.96799177939245 7.77246415979546]
[8.59991342639204 6.27548514187516 7.45670988230547 5.95909974293039]
[10.7797202385269 7.03140164882901 8.59906345984848 6.60257960433392]
[8.75612772942145 10.0500419284845 5.79053808260719 5.99756693837869]
[8.50935308748561 10.9791283404316 5.84910667233212 5.36867490968125]
[8.88481837324956 11.779920660728 7.0611380004799 5.62386977782974]
[9.35764201514969 9.32318007610459 5.46233507635351 5.66604089732468]
[8.62250909067846 11.4041351154993 5.46219829197248 5.90263660047382]
[11.1253764663862 9.67403684645658 5.12888950660736 5.19243836869423]
[10.9460789927636 6.38449798853574 7.10421368312727 5.38195795210755]
[11.1274978055888 7.23757332340595 6.36815399816598 5.44985647760419]
[5.68030766563772 10.4642951228838 5.61621639821042 5.8824533164649]
[7.47520373023241 10.5491662501389 5.89992492010745 6.51044721479887]
[7.50517222380868 8.457470187063 7.81676076923094 6.85157523777313]
[9.94371964837954 9.87392732944581 5.57535246381904 5.65216631764869]
[7.62614238257423 5.56883616382938 7.65611729350583 5.99175197718459]
[11.3314145250706 7.5075430116043 7.25707251982142 5.82033786902352]
[10.2086988658753 8.84209291978547 7.06681740927203 5.43199976462306]
[6.28527380611259 11.0663605288112 5.05792948722949 6.22272127823077]
[5.83668457704338 8.09483055648071 7.18198849895662 6.91636763040722]
[7.61921648060359 6.60853127119223 9.87599566364274 5.93444808576995]
[8.748185819851 7.35519155089631 5.74000586262188 6.21845366650028]
[8.88204705026035 10.1643511107564 7.8955012280016 6.34372666355295]
[6.12713094663639 8.75866354992594 5.47213674435019 6.34098017962953]
[5.09956422663696 6.69333048437652 8.76164816837028 7.69803969616447]
[10.4787509206649 7.65520345151877 8.23384081800213 5.18797721717744]
[5.73402159289839 6.03117919431761 9.0201722477856 6.54834413300593]
[6.64949050257392 7.94205904837837 8.96618310790266 7.26700212388638]
[8.74475686054158 9.68015676186759 6.40397606608595 6.1548740654248]
[7.67440731739514 7.95982804693619 7.60048226191244 6.51339532451569]
